Concept1,Concept2,Concept1_URI_withoutiid,Concept2_URI_withoutiid,internal_ID_for_concept1,internal_ID_for_concept2,Code_Concept1,Code_Concept2,Definition_Concept1,Definition_Concept2,concept1_mandatory_or_not,concept2_mandatory_or_not,Relation_URI,Concept_1_URL,Concept_2_URL
Patient investigations,CT scan,Patient_investigations,CT_scan,M_Meningioma_9,M_Meningioma_71,NCIT_C142430,NCIT_C17204,"Any experiment that involves a test article and one or more human subjects, and must either meet the requirements for prior submission to the FDA or the results of which are to be submitted to or inspected by the FDA later as part of an application for a research or marketing permit.",A method of examining structures within the body by scanning them with X rays and using a computer to construct a series of cross-sectional scans along a single axis.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/NCIT_C142430,https://ontobee.org/ontology/NCIT?iri=http://purl.obolibrary.org/obo/NCIT_C17204
Ionizing radiation exposure,No,Ionizing_radiation_exposure,No,M_Meningioma_10,M_Meningioma_72,C17052,C110959,"A type of radiation made (or given off) by x-ray procedures, radioactive substances, rays that enter the Earth's atmosphere from outer space, and other sources. At high doses, ionizing radiation increases chemical activity inside cells and can lead to health risks, including cancer.",Indicates that no answer was given,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C17052,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
Ionizing radiation exposure,yes,Ionizing_radiation_exposure,yes,M_Meningioma_10,M_Meningioma_73,C17052,C49488,"A type of radiation made (or given off) by x-ray procedures, radioactive substances, rays that enter the Earth's atmosphere from outer space, and other sources. At high doses, ionizing radiation increases chemical activity inside cells and can lead to health risks, including cancer.",The affirmative response to a question.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C17052,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
other disease,No,other_disease,No,M_Meningioma_11,M_Meningioma_72,C161320,C110959,Medical or health condition that is concomitant or concurrent with the primary condition or disease under study.,Indicates that no answer was given,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C161320,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
other disease,Specify Drug,other_disease,Specify_Drug,M_Meningioma_11,M_Meningioma_74,C161320,C459,Medical or health condition that is concomitant or concurrent with the primary condition or disease under study.,"A drug product that contains one or more active and/or inactive ingredients; it is intended to treat, prevent or alleviate the symptoms of disease. This term does not refer to the individual ingredients that make up the product.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C161320,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C459
other disease,yes,other_disease,yes,M_Meningioma_11,M_Meningioma_73,C161320,C49488,Medical or health condition that is concomitant or concurrent with the primary condition or disease under study.,The affirmative response to a question.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C161320,
other disease,Duration,other_disease,Duration,M_Meningioma_11,M_Meningioma_75,C161320,C25330,Medical or health condition that is concomitant or concurrent with the primary condition or disease under study.,The length of time during which something continues.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C161320,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
other disease,under medication,other_disease,under_medication,M_Meningioma_11,M_Meningioma_76,C161320,C459,Medical or health condition that is concomitant or concurrent with the primary condition or disease under study.,Name of medication being taken by patient.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C161320,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C459
meningismus,No,meningismus,No,M_Meningioma_12,M_Meningioma_72,C79694,C110959,"A condition marked by headache, fever, and a stiff neck, which is caused when the meninges (three thin layers of tissue that cover and protect the brain and spinal cord) become irritated. Meningeal syndrome may be caused by blood, cancer cells, or substances from the breakdown of cancer cells that get into the cerebrospinal fluid (CSF). It may also be caused by infection with a bacterium, virus, or fungus.",Indicates that no answer was given,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C79694,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
meningismus,yes,meningismus,yes,M_Meningioma_12,M_Meningioma_73,C79694,C49488,"A condition marked by headache, fever, and a stiff neck, which is caused when the meninges (three thin layers of tissue that cover and protect the brain and spinal cord) become irritated. Meningeal syndrome may be caused by blood, cancer cells, or substances from the breakdown of cancer cells that get into the cerebrospinal fluid (CSF). It may also be caused by infection with a bacterium, virus, or fungus.",The affirmative response to a question.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C79694,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
meningismus,Duration,meningismus,Duration,M_Meningioma_12,M_Meningioma_75,C79694,C25330,"A condition marked by headache, fever, and a stiff neck, which is caused when the meninges (three thin layers of tissue that cover and protect the brain and spinal cord) become irritated. Meningeal syndrome may be caused by blood, cancer cells, or substances from the breakdown of cancer cells that get into the cerebrospinal fluid (CSF). It may also be caused by infection with a bacterium, virus, or fungus.",The length of time during which something continues.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C79694,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
hypertension,No,hypertension,No,M_Meningioma_13,M_Meningioma_72,C3117,C110959,"A blood pressure of 140/90 or higher. High blood pressure usually has no symptoms. It can harm the arteries and cause an increase in the risk of stroke, heart attack, kidney failure, and blindness.",Indicates that no answer was given,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3117,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
hypertension,yes,hypertension,yes,M_Meningioma_13,M_Meningioma_73,C3117,C49488,"A blood pressure of 140/90 or higher. High blood pressure usually has no symptoms. It can harm the arteries and cause an increase in the risk of stroke, heart attack, kidney failure, and blindness.",The affirmative response to a question.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3117,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
hypertension,Duration,hypertension,Duration,M_Meningioma_13,M_Meningioma_75,C3117,C25330,"A blood pressure of 140/90 or higher. High blood pressure usually has no symptoms. It can harm the arteries and cause an increase in the risk of stroke, heart attack, kidney failure, and blindness.",The length of time during which something continues.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3117,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
hypertension,Specify drug,hypertension,Specify_drug,M_Meningioma_13,M_Meningioma_77,C3117,C459,"A blood pressure of 140/90 or higher. High blood pressure usually has no symptoms. It can harm the arteries and cause an increase in the risk of stroke, heart attack, kidney failure, and blindness.",Name of medication being taken by patient.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3117,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C459
hypertension,under medication,hypertension,under_medication,M_Meningioma_13,M_Meningioma_76,C3117,C459,"A blood pressure of 140/90 or higher. High blood pressure usually has no symptoms. It can harm the arteries and cause an increase in the risk of stroke, heart attack, kidney failure, and blindness.",Name of medication being taken by patient.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3117,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C459
Headache,No,Headache,No,M_Meningioma_14,M_Meningioma_72,C34661,C49487,Pain in any region of the head.,The non-affirmative response to a question.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C34661,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49487
Headache,yes,Headache,yes,M_Meningioma_14,M_Meningioma_73,C34661,C49488,Pain in any region of the head.,The affirmative response to a question.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C34661,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
Headache,Duration,Headache,Duration,M_Meningioma_14,M_Meningioma_75,C34661,C25330,Pain in any region of the head.,The length of time during which something continues.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C34661,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
Asymptomatic,No,Asymptomatic,No,M_Meningioma_15,M_Meningioma_72,C3833,C110959,Having no signs or symptoms of disease.,"Attribution
Indicates that no answer was given.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3833,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
Asymptomatic,yes,Asymptomatic,yes,M_Meningioma_15,M_Meningioma_73,C3833,C49488,Having no signs or symptoms of disease.,The affirmative response to a question.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3833,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
Asymptomatic,Duration,Asymptomatic,Duration,M_Meningioma_15,M_Meningioma_75,C3833,C25330,Having no signs or symptoms of disease.,"The
 length of time during which something continues.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3833,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
hypercholesterolemia,No,hypercholesterolemia,No,M_Meningioma_16,M_Meningioma_72,C37967,C110959,A finding based on laboratory test results that indicate higher than normal levels of cholesterol in a blood specimen.,"Attribution
Indicates that no answer was given",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C37967,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
hypercholesterolemia,yes,hypercholesterolemia,yes,M_Meningioma_16,M_Meningioma_73,C37967,C49488,A finding based on laboratory test results that indicate higher than normal levels of cholesterol in a blood specimen.,The affirmative response to a question.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C37967,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
hypercholesterolemia,specify durg,hypercholesterolemia,specify_durg,M_Meningioma_16,M_Meningioma_78,C37967,C459,A finding based on laboratory test results that indicate higher than normal levels of cholesterol in a blood specimen.,Name of medication being taken by patient.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C37967,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C459
hypercholesterolemia,Duration,hypercholesterolemia,Duration,M_Meningioma_16,M_Meningioma_75,C37967,C25330,A finding based on laboratory test results that indicate higher than normal levels of cholesterol in a blood specimen.,"The
 length of time during which something continues.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C37967,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
hypercholesterolemia,under medication,hypercholesterolemia,under_medication,M_Meningioma_16,M_Meningioma_76,C37967,C459,A finding based on laboratory test results that indicate higher than normal levels of cholesterol in a blood specimen.,Name of medication being taken by patient.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C37967,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C459
Seizures,No,Seizures,No,M_Meningioma_17,M_Meningioma_72,C2962,C110959,"Sudden, involuntary skeletal muscular contractions of cerebral or brain stem origin.","Attribution
Indicates that no answer was given",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C2962,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
Seizures,yes,Seizures,yes,M_Meningioma_17,M_Meningioma_73,C2962,C49488,"Sudden, involuntary skeletal muscular contractions of cerebral or brain stem origin.",The affirmative response to a question.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C2962,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
Seizures,Duration,Seizures,Duration,M_Meningioma_17,M_Meningioma_75,C2962,C25330,"Sudden, involuntary skeletal muscular contractions of cerebral or brain stem origin.","The
 length of time during which something continues.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C2962,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
cerebellar features,No,cerebellar_features,No,M_Meningioma_18,M_Meningioma_72,C12445,C110959,"Brain structure derived from the anterior hindbrain, and perhaps including posterior midbrain. The cerebellum plays a role in somatic motor function, the control of muscle tone, and balance.","Attribution
Indicates that no answer was given",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12445,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
cerebellar features,yes,cerebellar_features,yes,M_Meningioma_18,M_Meningioma_73,C12445,C49488,"Brain structure derived from the anterior hindbrain, and perhaps including posterior midbrain. The cerebellum plays a role in somatic motor function, the control of muscle tone, and balance.",The affirmative response to a question.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12445,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
cerebellar features,Duration,cerebellar_features,Duration,M_Meningioma_18,M_Meningioma_75,C12445,C25330,"Brain structure derived from the anterior hindbrain, and perhaps including posterior midbrain. The cerebellum plays a role in somatic motor function, the control of muscle tone, and balance.","The
 length of time during which something continues.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12445,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
Diabetes mellitus,No,Diabetes_mellitus,No,M_Meningioma_19,M_Meningioma_72,C2985,C110959,A metabolic disorder characterized by abnormally high blood sugar levels due to diminished production of insulin or insulin resistance/desensitization.,"Attribution
Indicates that no answer was given",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C2985,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
Diabetes mellitus,yes,Diabetes_mellitus,yes,M_Meningioma_19,M_Meningioma_73,C2985,C49488,A metabolic disorder characterized by abnormally high blood sugar levels due to diminished production of insulin or insulin resistance/desensitization.,The affirmative response to a question.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C2985,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
Diabetes mellitus,Duration,Diabetes_mellitus,Duration,M_Meningioma_19,M_Meningioma_75,C2985,C25330,A metabolic disorder characterized by abnormally high blood sugar levels due to diminished production of insulin or insulin resistance/desensitization.,"The
 length of time during which something continues.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C2985,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
Diabetes mellitus,specify drug,Diabetes_mellitus,specify_drug,M_Meningioma_19,M_Meningioma_79,C2985,C459,A metabolic disorder characterized by abnormally high blood sugar levels due to diminished production of insulin or insulin resistance/desensitization.,Name of medication being taken by patient.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C2985,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C459
Diabetes mellitus,under medication,Diabetes_mellitus,under_medication,M_Meningioma_19,M_Meningioma_76,C2985,C459,A metabolic disorder characterized by abnormally high blood sugar levels due to diminished production of insulin or insulin resistance/desensitization.,Name of medication being taken by patient.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C2985,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C459
Hypothyroidism,No,Hypothyroidism,No,M_Meningioma_20,M_Meningioma_72,C26800,C110959,A disorder characterized by a decrease in production of thyroid hormone by the thyroid gland.,"Attribution
Indicates that no answer was given",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26800,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
Hypothyroidism,yes,Hypothyroidism,yes,M_Meningioma_20,M_Meningioma_73,C26800,C49488,A disorder characterized by a decrease in production of thyroid hormone by the thyroid gland.,The affirmative response to a question,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26800,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
Hypothyroidism,specify durg,Hypothyroidism,specify_durg,M_Meningioma_20,M_Meningioma_78,C26800,C459,A disorder characterized by a decrease in production of thyroid hormone by the thyroid gland.,Name of medication being taken by patient.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26800,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C459
Hypothyroidism,Duration,Hypothyroidism,Duration,M_Meningioma_20,M_Meningioma_75,C26800,C25330,A disorder characterized by a decrease in production of thyroid hormone by the thyroid gland.,"The
 length of time during which something continues.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26800,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
Hypothyroidism,under medication,Hypothyroidism,under_medication,M_Meningioma_20,M_Meningioma_76,C26800,C459,A disorder characterized by a decrease in production of thyroid hormone by the thyroid gland.,Name of medication being taken by patient.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26800,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C459
Renal insufficiency,No,Renal_insufficiency,No,M_Meningioma_21,M_Meningioma_72,C4376,C110959,"A condition in which the kidneys stop working and are not able to remove waste and extra water from the blood or keep body chemicals in balance. Acute or severe renal failure happens suddenly (for example, after an injury) and may be treated and cured. Chronic renal failure develops over many years, may be caused by conditions like high blood pressure or diabetes, and cannot be cured. Chronic renal failure may lead to total and long-lasting renal failure, called end-stage renal disease (ESRD). A person in ESRD needs dialysis (the process of cleaning the blood by passing it through a membrane or filter) or a kidney transplant.","Attribution
Indicates that no answer was give",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4376,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
Renal insufficiency,yes,Renal_insufficiency,yes,M_Meningioma_21,M_Meningioma_73,C4376,C49488,"A condition in which the kidneys stop working and are not able to remove waste and extra water from the blood or keep body chemicals in balance. Acute or severe renal failure happens suddenly (for example, after an injury) and may be treated and cured. Chronic renal failure develops over many years, may be caused by conditions like high blood pressure or diabetes, and cannot be cured. Chronic renal failure may lead to total and long-lasting renal failure, called end-stage renal disease (ESRD). A person in ESRD needs dialysis (the process of cleaning the blood by passing it through a membrane or filter) or a kidney transplant.",The affirmative response to a question,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4376,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
Renal insufficiency,Duration,Renal_insufficiency,Duration,M_Meningioma_21,M_Meningioma_75,C4376,C25330,"A condition in which the kidneys stop working and are not able to remove waste and extra water from the blood or keep body chemicals in balance. Acute or severe renal failure happens suddenly (for example, after an injury) and may be treated and cured. Chronic renal failure develops over many years, may be caused by conditions like high blood pressure or diabetes, and cannot be cured. Chronic renal failure may lead to total and long-lasting renal failure, called end-stage renal disease (ESRD). A person in ESRD needs dialysis (the process of cleaning the blood by passing it through a membrane or filter) or a kidney transplant.","The
 length of time during which something continues.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4376,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
Renal insufficiency,specify drug,Renal_insufficiency,specify_drug,M_Meningioma_21,M_Meningioma_79,C4376,C459,"A condition in which the kidneys stop working and are not able to remove waste and extra water from the blood or keep body chemicals in balance. Acute or severe renal failure happens suddenly (for example, after an injury) and may be treated and cured. Chronic renal failure develops over many years, may be caused by conditions like high blood pressure or diabetes, and cannot be cured. Chronic renal failure may lead to total and long-lasting renal failure, called end-stage renal disease (ESRD). A person in ESRD needs dialysis (the process of cleaning the blood by passing it through a membrane or filter) or a kidney transplant.",Name of medication being taken by patient.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4376,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C459
Renal insufficiency,under medication,Renal_insufficiency,under_medication,M_Meningioma_21,M_Meningioma_76,C4376,C459,"A condition in which the kidneys stop working and are not able to remove waste and extra water from the blood or keep body chemicals in balance. Acute or severe renal failure happens suddenly (for example, after an injury) and may be treated and cured. Chronic renal failure develops over many years, may be caused by conditions like high blood pressure or diabetes, and cannot be cured. Chronic renal failure may lead to total and long-lasting renal failure, called end-stage renal disease (ESRD). A person in ESRD needs dialysis (the process of cleaning the blood by passing it through a membrane or filter) or a kidney transplant.",Name of medication being taken by patient.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4376,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C459
Pulmonary disease,No,Pulmonary_disease,No,M_Meningioma_22,M_Meningioma_72,C3198,C110959,"A non-neoplastic or neoplastic disorder affecting the lung. Representative examples of non-neoplastic disorders include chronic obstructive pulmonary disease and pneumonia. Representative examples of neoplastic disorders include benign processes (e.g., respiratory papilloma) and malignant processes (e.g., lung carcinoma and metastatic cancer to the lung).","Attribution
Indicates that no answer was give",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3198,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
Pulmonary disease,yes,Pulmonary_disease,yes,M_Meningioma_22,M_Meningioma_73,C3198,C49488,"A non-neoplastic or neoplastic disorder affecting the lung. Representative examples of non-neoplastic disorders include chronic obstructive pulmonary disease and pneumonia. Representative examples of neoplastic disorders include benign processes (e.g., respiratory papilloma) and malignant processes (e.g., lung carcinoma and metastatic cancer to the lung).",The affirmative response to a question,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3198,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
Pulmonary disease,Duration,Pulmonary_disease,Duration,M_Meningioma_22,M_Meningioma_75,C3198,C25330,"A non-neoplastic or neoplastic disorder affecting the lung. Representative examples of non-neoplastic disorders include chronic obstructive pulmonary disease and pneumonia. Representative examples of neoplastic disorders include benign processes (e.g., respiratory papilloma) and malignant processes (e.g., lung carcinoma and metastatic cancer to the lung).","The
 length of time during which something continues.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3198,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
Pulmonary disease,specify drug,Pulmonary_disease,specify_drug,M_Meningioma_22,M_Meningioma_79,C3198,C459,"A non-neoplastic or neoplastic disorder affecting the lung. Representative examples of non-neoplastic disorders include chronic obstructive pulmonary disease and pneumonia. Representative examples of neoplastic disorders include benign processes (e.g., respiratory papilloma) and malignant processes (e.g., lung carcinoma and metastatic cancer to the lung).",Name of medication being taken by patient.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3198,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C459
Pulmonary disease,under medication,Pulmonary_disease,under_medication,M_Meningioma_22,M_Meningioma_76,C3198,C459,"A non-neoplastic or neoplastic disorder affecting the lung. Representative examples of non-neoplastic disorders include chronic obstructive pulmonary disease and pneumonia. Representative examples of neoplastic disorders include benign processes (e.g., respiratory papilloma) and malignant processes (e.g., lung carcinoma and metastatic cancer to the lung).",Name of medication being taken by patient.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3198,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C459
Coronary heart disease,No,Coronary_heart_disease,No,M_Meningioma_23,M_Meningioma_72,C26732,C110959,Narrowing of the coronary arteries due to fatty deposits inside the arterial walls. The diagnostic criteria may include documented history of any of the following: documented coronary artery stenosis greater than or equal to 50% (by cardiac catheterization or other modality of direct imaging of the coronary arteries); previous coronary artery bypass surgery (CABG); previous percutaneous coronary intervention (PCI); previous myocardial infarction. (ACC),"Attribution
Indicates that no answer was give",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26732,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
Coronary heart disease,yes,Coronary_heart_disease,yes,M_Meningioma_23,M_Meningioma_73,C26732,C49488,Narrowing of the coronary arteries due to fatty deposits inside the arterial walls. The diagnostic criteria may include documented history of any of the following: documented coronary artery stenosis greater than or equal to 50% (by cardiac catheterization or other modality of direct imaging of the coronary arteries); previous coronary artery bypass surgery (CABG); previous percutaneous coronary intervention (PCI); previous myocardial infarction. (ACC),The affirmative response to a question,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26732,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
Coronary heart disease,Duration,Coronary_heart_disease,Duration,M_Meningioma_23,M_Meningioma_75,C26732,C25330,Narrowing of the coronary arteries due to fatty deposits inside the arterial walls. The diagnostic criteria may include documented history of any of the following: documented coronary artery stenosis greater than or equal to 50% (by cardiac catheterization or other modality of direct imaging of the coronary arteries); previous coronary artery bypass surgery (CABG); previous percutaneous coronary intervention (PCI); previous myocardial infarction. (ACC),"The
 length of time during which something continues.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26732,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
